KIC,Evol_State,Mass,S_Mass,Radius,S_Radius,Logg_Seis,S_Logg_Seis,Teff,S_Teff,[Fe/H],S_[Fe/H],[Alp/Fe],S_[Alp/Fe],[C/Fe],S_[C/Fe],[N/Fe],S_[N/Fe],[C/N],S_[C/N]
10735926,RC,1.2314,0.0476,10.8034,0.1906,2.4641,0.0039,4885.877,47.761,-0.2812,0.058,0.0824,0.022,-0.1041,0.05722627032107763,0.2559,0.05991169327848182,-0.36,0.08667607766197591
10736562,RGB,1.0248,0.0428,8.9404,0.167,2.5473,0.0046,4707.0903,53.6623,-0.2764,0.058,0.0953,0.022,0.0086,0.07630169376143683,0.0871,0.07644840499788177,-0.0785,0.11300271071888787
10742112,RGB,1.3461,0.0521,8.9336,0.1551,2.6668,0.0039,4540.0454,43.6826,0.3212,0.058,0.0382,0.022,0.0701,0.029370096408172116,0.3017,0.03307342343879992,-0.23160000000000003,0.04626211085934704
10743195,RGB,1.3788,0.053,9.4627,0.1638,2.6273,0.0042,4757.7744,51.415,-0.1204,0.058,0.0485,0.022,-0.0966,0.050262226842851254,0.2078,0.053676539679363804,-0.3044,0.0769269467792514
10743331,RGB,1.3526,0.0513,5.6667,0.0969,3.0643,0.0039,4816.011,47.5159,0.0371,0.058,0.0084,0.022,-0.084,0.03754527788261178,0.2782,0.04174841975061629,-0.3622,0.058728645201642206
10743515,RGB,1.5953,0.0615,10.9977,0.1907,2.5598,0.0038,4637.5396,42.0867,0.122,0.058,-0.0119,0.022,-0.0876,0.029067311909118793,0.319,0.03307342343879992,-0.4066,0.04604991689846273
10743686,RGB,1.3121,0.0507,15.6242,0.2712,2.1608,0.004,4581.2397,46.2639,-0.3281,0.058,0.0778,0.022,-0.0286,0.06419031379930401,0.1704,0.06533356597336705,-0.199,0.09582328047586923
10743887,RC,1.4051,0.0548,12.3914,0.2195,2.4022,0.0039,4582.212,44.6394,0.2728,0.058,-0.0003,0.022,0.0057,0.04148147637030495,0.2753,0.04500154336754743,-0.2696,0.06402291118362037
10744641,RGB,1.6073,0.0619,11.8023,0.2045,2.501,0.0039,4683.5615,45.0735,-0.0725,0.058,0.034,0.022,0.0709,0.05086779584095789,0.3256,0.05394763331410807,-0.2547,0.07756886597500968
10745775,RC,1.4469,0.0597,11.7801,0.2192,2.4589,0.0039,4607.9585,41.0758,0.2553,0.058,0.0091,0.022,0.0216,0.026039466918585587,0.4252,0.029820299821868776,-0.4036,0.0414026030011208
10745814,RC,1.1387,0.0471,11.2753,0.21,2.3929,0.0042,4543.0566,46.475,0.292,0.058,0.0444,0.022,0.0897,0.043298183364624876,0.2157,0.046628105176013,-0.126,0.06656409360621698
10746881,RC,0.9628,0.0395,10.3536,0.1921,2.3941,0.0042,4835.8037,49.8335,-0.2079,0.058,0.0478,0.022,-0.0153,0.04753716635137136,0.1792,0.05123669696666545,-0.1945,0.07311408925059089
10747240,RC,1.4742,0.0606,11.9057,0.221,2.4578,0.0042,4809.5874,48.4134,-0.0609,0.058,0.0157,0.022,-0.1319,0.042995398865571556,0.2928,0.046899198810757256,-0.42469999999999997,0.06655478262112063
10749112,RGB,1.0994,0.0459,8.8651,0.1655,2.5855,0.0042,4750.542,45.73,-0.3762,0.058,0.0988,0.022,0.0222,0.045417674857998115,0.1481,0.04879685425396709,-0.1259,0.0697358387530611
10749235,RC,1.4758,0.0573,11.207,0.1981,2.5108,0.0037,4729.455,43.4615,0.1172,0.058,-0.0147,0.022,-0.0724,0.031186803402492042,0.2417,0.035513266151498274,-0.3141,0.0494296936726955
10749722,RC,1.2174,0.0499,10.8014,0.2002,2.4592,0.0043,4917.6665,50.8904,-0.2846,0.058,0.0602,0.022,-0.0154,0.05359285633243778,0.1845,0.056658569661550674,-0.1999,0.08158874503487351
10749954,RC,1.1057,0.0427,10.5988,0.1869,2.4339,0.0042,4936.3076,54.377,-0.2749,0.058,0.0714,0.022,0.0003,0.062070822305930765,0.1653,0.06452028506913426,-0.165,0.0936650643168853
10750658,RC,1.0683,0.0415,10.596,0.1874,2.4192,0.004,4671.3584,47.4675,0.1471,0.058,0.0093,0.022,0.0417,0.03815084688071842,0.2643,0.04201951338536055,-0.22259999999999996,0.05936615216328377
10750730,RC,1.2452,0.0486,11.5281,0.2043,2.4125,0.0036,4545.968,40.0385,0.3333,0.058,0.0054,0.022,0.0266,0.024222759924265664,0.3459,0.027651550743914687,-0.3193,0.038445267558895824
10750867,RC,1.2348,0.0507,11.1292,0.2065,2.4395,0.0043,4841.8843,50.1838,-0.1438,0.058,0.0209,0.022,-0.0383,0.049656657844744614,0.1868,0.053134352409875275,-0.2251,0.076079533250977
10752915,RGB,1.1147,0.0429,9.4068,0.1629,2.5396,0.0039,4731.95,45.2617,-0.3649,0.058,0.1175,0.022,-0.0158,0.044509321360838155,0.0909,0.047983573349734306,-0.10669999999999999,0.06846503849838574
10777816,RGB,1.3838,0.0522,4.63,0.079,3.2497,0.0039,5023.1104,49.2821,-0.1533,0.058,0.0578,0.022,-0.0866,0.045417674857998115,0.2044,0.04988122879294414,-0.291,0.07056490997107814
10778969,RC,1.3801,0.0535,11.1836,0.1974,2.4835,0.0039,4835.3623,47.0639,-0.1922,0.058,0.0445,0.022,-0.1035,0.04269261436651823,0.1939,0.046628105176013,-0.2974,0.06613141778013429
10779537,RGB,1.3621,0.0517,4.6709,0.0799,3.2352,0.004,4777.6167,48.3865,0.313,0.058,-0.0134,0.022,-0.011,0.03451743289207857,0.3507,0.03903748340317367,-0.3617,0.05449995610429563
10784013,RGB,1.2602,0.0529,16.2175,0.3037,2.1093,0.0042,4524.702,41.7535,-0.2694,0.058,0.068,0.022,-0.0411,0.03693970888450514,0.2377,0.04012185794215072,-0.2788,0.05704940280997096
10784221,RC,1.0142,0.0417,10.424,0.1935,2.4108,0.0041,4802.86,45.646,-0.1909,0.058,0.0843,0.022,-0.0052,0.04057312287314499,0.1932,0.04473044973280317,-0.19840000000000002,0.06316851014255172
10784996,RGB,1.0934,0.0424,12.8832,0.224,2.2522,0.0038,4471.3833,40.4384,-0.0573,0.058,0.0351,0.022,-0.0272,0.030884018903438722,0.1423,0.03415779797777697,-0.1695,0.0481675385041846
10788540,RC,1.1078,0.0429,11.1869,0.1975,2.3878,0.0039,4805.342,48.4742,-0.0781,0.058,-0.0034,0.022,-0.1422,0.04360096786367819,0.3179,0.04744138608024579,-0.4601,0.06740157719520186
10789202,RGB,1.5485,0.0591,11.0436,0.1896,2.5431,0.0037,4545.4736,40.1489,0.2571,0.058,-0.0028,0.022,-0.0297,0.025433897920478944,0.4051,0.029007018917635994,-0.4348,0.04034642091952381
10792801,RGB,1.2871,0.0495,9.927,0.1719,2.5555,0.0044,4724.947,55.6763,-0.21,0.058,0.057,0.022,-0.062,0.05904297731539755,0.2398,0.06126716145220312,-0.3018,0.08901655967304237
10792949,RC,1.6646,0.0608,11.2578,0.1875,2.5592,0.0035,4697.6357,42.4906,0.2574,0.058,-0.032,0.022,-0.0465,0.02725060491479887,0.3888,0.03144686163033435,-0.43529999999999996,0.043515365106221476
10799530,RC,1.3324,0.0518,11.0549,0.1955,2.4783,0.0037,4710.771,43.4697,0.0671,0.058,0.0059,0.022,-0.1325,0.03482021739113189,0.2757,0.038766389768429416,-0.4082,0.054503189689896384
10800303,RGB,1.0829,0.0416,5.7681,0.0998,2.9523,0.0039,4763.0293,44.6482,-0.0943,0.058,0.0575,0.022,-0.0243,0.03663692438545182,0.1211,0.04093513884638351,-0.1454,0.05745969536385086
10800641,RC,1.5535,0.0639,11.3987,0.2117,2.5184,0.0042,4747.037,48.7493,0.1356,0.058,0.0019,0.022,-0.0529,0.039361984876931704,0.2959,0.043374981559081864,-0.3488,0.06126732969978365
10800915,RC,1.5712,0.0646,11.6433,0.2162,2.5049,0.0042,4778.2393,49.2137,0.0305,0.058,0.031,0.022,-0.1113,0.056015132324864346,0.2798,0.05909841237424903,-0.3911,0.08518486722525309
10801985,RC,1.1489,0.0475,11.7032,0.218,2.3644,0.0041,4520.4785,44.3366,0.3346,0.058,0.0176,0.022,0.0599,0.03482021739113189,0.2449,0.03822420249894089,-0.185,0.05408589000694356
10809277,RC,1.3665,0.0532,11.5751,0.2048,2.4493,0.0037,4662.5522,42.438,0.1074,0.058,-0.0055,0.022,-0.0299,0.02997566540627876,0.2727,0.0338867043430327,-0.3026,0.04731783547581279
10809293,RGB,1.4427,0.0607,15.2249,0.2855,2.2269,0.0041,4416.4014,39.6655,-0.0132,0.058,0.0551,0.022,0.0201,0.029370096408172116,0.2134,0.032531236169311396,-0.1933,0.045843221299133506
10809457,RC,1.2112,0.047,10.5797,0.1869,2.4751,0.0038,4774.389,44.6131,-0.0079,0.058,0.0409,0.022,-0.1069,0.03451743289207857,0.1937,0.038766389768429416,-0.3006,0.05428980725098077
10809499,RGB,1.2657,0.053,12.4275,0.2324,2.3495,0.0042,4635.494,43.3507,-0.2454,0.058,0.0569,0.022,-0.0191,0.03845363137977174,0.1999,0.04174841975061629,-0.219,0.05937390363057129
10810211,RGB,1.2988,0.05,10.475,0.1815,2.5123,0.0041,4681.517,48.6841,-0.0526,0.058,0.0395,0.022,-0.1082,0.042995398865571556,0.1749,0.046628105176013,-0.2831,0.06634741750182198
10810869,RC,1.2218,0.0502,11.0299,0.2046,2.4426,0.0043,4862.2305,51.0773,-0.2469,0.058,0.0742,0.022,-0.0432,0.05329007183338446,0.1993,0.05638747602680642,-0.2425,0.08116487808158442
10811720,RC,1.5069,0.0572,11.3708,0.1959,2.5073,0.0038,4880.4883,47.081,-0.1583,0.058,0.052,0.022,-0.0772,0.042995398865571556,0.212,0.04717029244550152,-0.2892,0.06676260445672985
10813238,RGB,1.1657,0.0448,9.6555,0.1672,2.5363,0.0042,4746.1196,50.14,-0.3029,0.058,0.0761,0.022,0.0223,0.07327384877090364,0.1234,0.07373746865043916,-0.1011,0.10875763424082072
10814091,RC,1.7619,0.0683,11.4949,0.203,2.5658,0.004,4816.7305,49.9456,0.1032,0.058,-0.0267,0.022,-0.1167,0.04117869187125162,0.3813,0.04554373063703595,-0.498,0.06422338467224613
10815014,RC,1.0395,0.0405,10.7029,0.1895,2.3986,0.0037,4623.6494,41.6325,0.1659,0.058,0.0243,0.022,0.0232,0.02815895841195883,0.1838,0.03198904889982287,-0.1606,0.04457132757268319
10815462,RC,1.1447,0.0446,10.9431,0.1937,2.4212,0.0037,4627.7617,42.1444,0.0692,0.058,0.0047,0.022,0.0132,0.03027844990533208,0.249,0.03415779797777697,-0.2358,0.04774056178584922
10816214,RC,1.6159,0.0588,10.8725,0.1807,2.5765,0.0036,4842.3115,45.8732,-0.0435,0.058,0.0051,0.022,-0.1578,0.03693970888450514,0.244,0.04147732611587203,-0.4018,0.058092254431945836
10816301,RGB,1.2212,0.0471,13.311,0.2309,2.2723,0.0039,4606.677,42.8981,-0.2815,0.058,0.076,0.022,-0.0083,0.038756415878825064,0.1218,0.042290607020104815,-0.1301,0.06000473974068467
10816748,RGB,1.1946,0.0461,11.135,0.193,2.4214,0.0039,4654.2305,43.9154,-0.2925,0.058,0.0778,0.022,0.0018,0.04027033837409166,0.1757,0.04364607519382612,-0.1739,0.06212188009072895
10817319,RC,1.6921,0.0656,12.5496,0.2217,2.472,0.0039,4774.327,47.549,-0.0444,0.058,0.0014,0.022,-0.1178,0.04148147637030495,0.274,0.04554373063703595,-0.39180000000000004,0.06443818467106459
10817440,RGB,1.2899,0.0536,4.8352,0.0901,3.1815,0.0046,4944.966,55.2984,-0.0027,0.058,0.0245,0.022,-0.0978,0.0538956408314911,0.3693,0.057742944200527724,-0.4671,0.08262942732243193
10817647,RGB,1.2313,0.0473,9.2862,0.1608,2.5944,0.0039,4753.324,45.9302,-0.1577,0.058,0.0542,0.022,-0.0167,0.04148147637030495,0.2092,0.04527263700229169,-0.2259,0.06423031144487144
10841636,RC,1.1758,0.0483,11.6998,0.2172,2.3747,0.0041,4779.4253,46.8455,-0.1355,0.058,0.0615,0.022,-0.0066,0.0408759073721983,0.179,0.04500154336754743,-0.1856,0.06359171019499665
10842231,RC,1.4183,0.0585,11.4089,0.2121,2.4781,0.004,4670.4673,42.3527,0.1534,0.058,-0.0039,0.022,-0.0568,0.029067311909118793,0.3384,0.03307342343879992,-0.3952,0.04604991689846273
10842958,RC,1.1128,0.0431,10.9231,0.1927,2.4105,0.0039,4883.9424,47.6847,-0.3581,0.058,0.0958,0.022,-0.0115,0.04905108884663797,0.1924,0.0523210715056425,-0.2039,0.07502616036822775
10843965,RC,1.3977,0.0577,11.7503,0.2187,2.4461,0.0039,4582.713,40.7489,0.2598,0.058,0.0149,0.022,0.0356,0.02573668241953227,0.2809,0.029549206187124515,-0.2453,0.040980194586031075
10847321,RGB,1.2962,0.0494,8.0489,0.138,2.741,0.0038,4630.827,42.1316,0.1401,0.058,0.003,0.022,-0.0021,0.04148147637030495,0.3339,0.04500154336754743,-0.33599999999999997,0.06402291118362037
10848618,RC,1.1078,0.0404,10.8057,0.1798,2.4179,0.0036,4773.979,44.9723,-0.0878,0.058,0.0553,0.022,-0.0757,0.03693970888450514,0.1693,0.04093513884638351,-0.245,0.05767355380786322
10849000,RGB,1.0817,0.0452,7.7617,0.145,2.694,0.0044,4690.9614,49.4975,-0.0555,0.058,0.0713,0.022,-0.0037,0.04874830434758465,0.1672,0.05177888423615397,-0.1709,0.07439674244157474
10849499,RGB,1.1093,0.0462,5.4453,0.1015,3.0128,0.0043,4922.8354,48.601,-0.3912,0.058,0.1284,0.022,0.0334,0.051776149338117854,0.1553,0.0550320078530851,-0.1219,0.07904573925332015
10853817,RGB,1.0823,0.0416,7.8255,0.1355,2.6871,0.0042,4746.7183,50.9775,-0.1954,0.058,0.0716,0.022,0.0128,0.05238171833622449,0.0881,0.05557419512257364,-0.07529999999999999,0.07989335476542148
10855512,RGB,1.1649,0.0449,7.8485,0.136,2.7165,0.0041,4678.891,48.7404,-0.0368,0.058,0.054,0.022,0.0204,0.044812105859891475,0.2055,0.04825466698447857,-0.1851,0.0688886203117651
10857750,RGB,1.1895,0.0501,14.3141,0.2687,2.1958,0.0041,4361.732,38.8772,0.05,0.058,0.0329,0.022,-0.0057,0.03966476937598502,0.1372,0.042290607020104815,-0.1429,0.06065532864016422
10857953,RC,1.0595,0.0412,10.569,0.187,2.4178,0.0037,4650.0996,42.2891,0.0711,0.058,0.0214,0.022,0.0237,0.0305812344043854,0.2338,0.034428891612521224,-0.2101,0.048163329583861055
10858520,RGB,1.2866,0.0498,11.4896,0.1997,2.4266,0.0042,4491.168,49.2698,0.1174,0.058,0.0006,0.022,-0.0212,0.0538956408314911,0.2723,0.05611638239206215,-0.2935,0.08139927378310118
10858675,RGB,1.182,0.0488,6.7831,0.1247,2.8495,0.0044,4730.9243,47.8091,-0.1033,0.058,0.0397,0.022,-0.0046,0.061768037806877445,0.1842,0.06397809779964574,-0.1888,0.093037347947981
10859687,RC,1.2555,0.0487,10.8186,0.1911,2.4713,0.0045,4770.994,58.9181,-0.1129,0.058,0.0342,0.022,-0.1025,0.06146525330782412,0.27,0.06370700416490148,-0.3725,0.09261319917448371
10859779,RGB,1.3799,0.0532,7.6677,0.1329,2.8103,0.0038,4663.851,42.4679,0.1654,0.058,0.0055,0.022,-0.0439,0.039059200377878384,0.2929,0.0431038879243376,-0.3368,0.06084414699047236
10859941,RC,1.0091,0.0398,10.5817,0.1909,2.3956,0.0038,4797.9053,45.6409,-0.1706,0.058,0.0373,0.022,-0.0452,0.044509321360838155,0.1665,0.04825466698447857,-0.2117,0.06867192528505006
10860017,RGB,1.1591,0.046,27.048,0.4805,1.613,0.0043,4280.706,47.6062,-0.3885,0.058,0.1068,0.022,0.0232,0.04844551984853133,0.1178,0.0501523224276884,-0.0946,0.07295052584812801
10860155,RC,1.1373,0.0468,10.7905,0.2005,2.4306,0.0043,4702.98,49.0074,0.0157,0.058,0.0345,0.022,0.0225,0.05904297731539755,0.0344,0.061538255086947394,-0.0119,0.0892203291806438
10860202,RGB,1.1488,0.0481,10.8668,0.2033,2.4257,0.0042,4606.4053,42.5398,-0.1394,0.058,0.0458,0.022,0.0068,0.0466288128542114,0.0948,0.049610135158199876,-0.088,0.07122465791354174
10861311,RGB,1.441,0.0554,7.9116,0.137,2.8019,0.0039,4744.092,45.2759,0.0376,0.058,0.0173,0.022,-0.0701,0.033306294895865285,0.298,0.0374109215947081,-0.3681,0.05238858390298175
10863535,RGB,1.5185,0.0593,24.329,0.4264,1.8284,0.0038,4361.524,39.3924,-0.1119,0.058,0.0305,0.022,-0.0646,0.03148958790154536,0.2183,0.03469998524726549,-0.2829,0.049013863759826914
10863834,RGB,1.2714,0.0488,7.4815,0.1294,2.7961,0.004,4820.8228,48.2219,-0.2527,0.058,0.0728,0.022,-0.0142,0.04693159735326472,0.1959,0.050423416062432655,-0.21009999999999998,0.07206036671149646
10864711,RGB,1.1467,0.0442,9.3904,0.1628,2.5536,0.0038,4639.403,42.7462,-0.1017,0.058,0.063,0.022,-0.0242,0.03451743289207857,0.2127,0.03822420249894089,-0.2369,0.05387114286757264
10864755,RC,1.0986,0.043,12.5212,0.2221,2.2863,0.0037,4474.087,41.4039,0.3109,0.058,0.007,0.022,0.056,0.024222759924265664,0.2433,0.027380457109170423,-0.1873,0.03823450966159517
10866415,RGB,1.1009,0.0424,6.2982,0.1091,2.8831,0.0039,4719.5195,43.8621,-0.0058,0.058,0.0526,0.022,0.0052,0.03360907939491861,0.126,0.037682015229452366,-0.1208,0.05281143562749354
10866694,RC,1.0759,0.0394,10.8886,0.1816,2.3986,0.0036,4601.636,42.6327,0.1208,0.058,0.0553,0.022,0.0836,0.033003510396811965,0.1788,0.03686873432521958,-0.09519999999999999,0.05175601968221241
10873344,RGB,1.2689,0.0507,30.8604,0.5535,1.5363,0.0038,4149.863,36.786,-0.0722,0.058,0.0167,0.022,-0.0315,0.027856173912905513,0.2124,0.0303624870913573,-0.2439,0.043102459355204535
10874337,RC,1.0778,0.0419,10.7799,0.1906,2.4081,0.0041,4708.3906,50.4664,-0.0037,0.058,0.0207,0.022,-0.0147,0.05934576181445087,0.131,0.06180934872169165,-0.1457,0.0896444056216651
10876039,RC,1.3383,0.0519,11.783,0.2081,2.4248,0.004,4789.134,49.7706,-0.0866,0.058,0.0373,0.022,-0.0155,0.0626763913040374,0.2384,0.06479137870387854,-0.2539,0.09430984475415814
10876156,RC,1.1706,0.0453,11.2672,0.1988,2.4056,0.0042,4885.9824,54.472,-0.3031,0.058,0.0717,0.022,-0.0048,0.08205459924344993,0.2064,0.08159918405802274,-0.2112,0.12106946875120382
10877915,RGB,1.4439,0.0558,16.5441,0.2871,2.1524,0.0039,4580.704,42.5883,-0.2763,0.058,0.0364,0.022,-0.1239,0.03815084688071842,0.2278,0.04147732611587203,-0.3517,0.058950459440861906
10878084,RGB,1.2997,0.0503,19.0418,0.332,1.9786,0.0038,4526.991,42.419,-0.434,0.058,0.0847,0.022,0.0169,0.04178426086935827,0.2218,0.04473044973280317,-0.2049,0.06403322319978469
10879372,RC,1.2651,0.0465,11.7627,0.1965,2.4019,0.0035,4530.435,39.7671,0.3421,0.058,-0.0005,0.022,0.051,0.023919975425212344,0.3616,0.027380457109170423,-0.3106,0.03802279286910261
10879440,RC,1.2146,0.0471,11.0005,0.1944,2.4424,0.004,4750.762,48.7983,-0.0788,0.058,0.034,0.022,0.0188,0.043903752362731516,0.1801,0.04771247971499005,-0.1613,0.06782500611811937
10879853,RC,0.9628,0.0374,10.8887,0.1924,2.3504,0.0039,4761.2344,46.6539,-0.1177,0.058,0.0329,0.022,0.0344,0.04208704536841159,0.1315,0.04581482427178021,-0.0971,0.0650770888582097
10880104,RGB,1.3666,0.0572,9.3835,0.1754,2.6307,0.0042,4661.796,44.1244,0.0479,0.058,0.0054,0.022,-0.0555,0.03451743289207857,0.2414,0.03849529613368515,-0.2969,0.05408020072859137
10880958,RC,1.1441,0.0444,10.8298,0.1914,2.43,0.0038,4757.742,44.8019,-0.1055,0.058,0.0289,0.022,-0.0781,0.03693970888450514,0.1714,0.04093513884638351,-0.2495,0.05767355380786322
10881317,RGB,1.4129,0.0543,8.0484,0.1393,2.7785,0.0041,4750.157,48.3188,0.0079,0.058,0.0411,0.022,-0.1268,0.0408759073721983,0.304,0.04500154336754743,-0.43079999999999996,0.06359171019499665
10881810,RGB,1.3462,0.0509,5.5305,0.0945,3.0834,0.0039,4900.958,47.0525,-0.0883,0.058,0.0147,0.022,-0.0984,0.03996755387503834,0.2306,0.04418826246331464,-0.329,0.06232218693393477
10902738,RC,1.0852,0.0435,11.1577,0.2044,2.3811,0.0042,4546.45,50.9668,0.2173,0.058,0.0416,0.022,0.102,0.043298183364624876,0.213,0.04635701154126874,-0.111,0.06635774811603815
10903016,RGB,1.1731,0.0452,12.4638,0.216,2.313,0.0042,4667.296,51.1766,-0.436,0.058,0.098,0.022,-0.0026,0.062373606804984084,0.1442,0.06370700416490148,-0.14679999999999999,0.0932772191609053
10903247,RGB,1.2086,0.0465,9.7063,0.1681,2.5476,0.0045,4725.9536,56.9078,-0.2601,0.058,0.0835,0.022,-0.0039,0.06873208128510383,0.1701,0.0699421577640195,-0.174,0.10259274836674938
10903291,RC,1.3167,0.0509,11.3527,0.2001,2.4501,0.0044,4947.702,58.6561,-0.353,0.058,0.0597,0.022,-0.0842,0.07569612476333021,0.1687,0.07617731136313752,-0.2529,0.11235458971441957
10903874,RGB,1.1895,0.0455,4.6458,0.0802,3.181,0.0046,4949.0503,60.7017,-0.1087,0.058,0.0256,0.022,-0.056,0.07115435727753039,0.1432,0.07292418774620638,-0.1992,0.10659420925218926
10904031,RC,1.2593,0.0521,11.4536,0.2133,2.423,0.0043,4553.842,47.3682,0.2977,0.058,0.0168,0.022,0.0383,0.03542578638923853,0.2227,0.03903748340317367,-0.1844,0.05514059672980527
10904520,RGB,1.2438,0.0477,6.402,0.1107,2.9219,0.0041,4837.7646,49.4747,-0.1217,0.058,0.0286,0.022,-0.0044,0.04602324385610476,0.2112,0.04988122879294414,-0.21559999999999999,0.07099643438940452
10905139,RGB,1.1468,0.0441,9.7668,0.169,2.519,0.0045,4784.2285,56.8932,-0.3552,0.058,0.0896,0.022,-0.0216,0.072668279772797,0.1416,0.07319528138095063,-0.1632,0.10790867332323989
10905767,RGB,1.1081,0.0461,5.2906,0.0986,3.0374,0.0044,4916.831,50.9045,-0.3092,0.058,0.1027,0.022,-0.0064,0.056015132324864346,0.1125,0.05909841237424903,-0.1189,0.08518486722525309
10907196,RC,1.5999,0.062,11.1059,0.196,2.5538,0.0038,4844.3647,46.4948,-0.1262,0.058,0.0245,0.022,-0.1444,0.05662070132297099,0.2382,0.05964059964373755,-0.3826,0.08603269625430159
10907410,RGB,1.3492,0.0522,7.7521,0.1346,2.791,0.0037,4539.963,39.8829,0.4109,0.058,0.0289,0.022,0.099,0.033003510396811965,0.353,0.03659764069047532,-0.254,0.05154684301742787
10908442,RC,1.3751,0.0533,11.084,0.1957,2.4897,0.0038,4824.4243,46.1472,-0.1867,0.058,0.0413,0.022,-0.0122,0.04117869187125162,0.1466,0.04500154336754743,-0.1588,0.06380695653705969
10909967,RC,1.3486,0.0526,11.4082,0.2021,2.4562,0.0036,4569.685,40.1667,0.3256,0.058,0.0247,0.022,0.0556,0.024525544423318984,0.3357,0.02819373801340321,-0.2801,0.039079101453508465
10910197,RGB,1.0969,0.0421,5.8176,0.1007,2.9505,0.0043,4795.537,52.7959,-0.133,0.058,0.0767,0.022,-0.0059,0.058134623818237585,0.1391,0.0607249741827146,-0.145,0.0879481581808359
10910674,RGB,1.2752,0.0492,11.0231,0.1911,2.4592,0.0038,4656.0107,42.7853,-0.0879,0.058,0.041,0.022,-0.0898,0.03451743289207857,0.203,0.03822420249894089,-0.2928,0.05387114286757264
10910889,RC,1.7329,0.0714,11.3695,0.2113,2.5681,0.004,4691.14,42.2166,0.2822,0.058,0.0216,0.022,-0.0244,0.02664503591669223,0.3842,0.03063358072610156,-0.40859999999999996,0.0424589210300875
10916563,RGB,1.2373,0.0475,7.491,0.1295,2.7832,0.0047,4849.509,62.1154,-0.3289,0.058,0.0591,0.1787,-0.094,0.08659636672924975,0.0942,0.08539449494444241,-0.1882,0.12723932005335634
10916867,RC,1.0837,0.0446,10.7452,0.1995,2.4133,0.0046,4775.7573,56.485,-0.1909,0.058,0.0564,0.022,-0.0968,0.05964854631350419,0.1931,0.06180934872169165,-0.2899,0.08986483689258448
10916980,RC,1.4101,0.0579,11.1411,0.2066,2.4962,0.0049,4884.026,63.3673,-0.2495,0.058,0.0453,0.022,-0.0661,0.0875047202264097,0.1976,0.0862077758486752,-0.2637,0.12851335724545648
10917950,RGB,1.162,0.0488,10.996,0.2059,2.4204,0.0042,4532.267,43.4509,-0.1997,0.058,0.086,0.022,0.0512,0.05359285633243778,0.1288,0.055845288757317896,-0.0776,0.08097519389108182
10918731,RC,1.7165,0.0667,11.3959,0.2016,2.5619,0.0037,4682.191,42.1233,0.2288,0.058,-0.0024,0.022,-0.0509,0.027553389413852193,0.3478,0.03171795526507861,-0.3987,0.0439376622349836
10921258,RGB,1.3114,0.0509,13.4809,0.2345,2.293,0.0038,4427.547,39.1981,0.1495,0.058,0.0223,0.022,0.044,0.028764527410065473,0.2626,0.03198904889982287,-0.21860000000000002,0.04499709282297593
10921388,RGB,1.3924,0.0584,13.8255,0.2587,2.2971,0.0042,4586.256,42.3954,-0.1871,0.058,0.0335,0.022,-0.0324,0.03572857088829185,0.1873,0.03930857703791794,-0.2197,0.055563807002382594
10922092,RGB,1.0752,0.0416,9.3375,0.1621,2.5303,0.0041,4557.346,46.3589,-0.0305,0.058,0.0505,0.022,-0.0112,0.03512300189018521,0.1141,0.03849529613368515,-0.1253,0.05450916846512544
10922608,RGB,1.1082,0.0427,8.8743,0.1537,2.5881,0.0042,4718.775,51.0191,-0.2958,0.058,0.0941,0.022,-0.0141,0.045114890358944795,0.1819,0.04852576061922283,-0.196,0.06931222050832281
10922622,RC,1.2687,0.0521,11.0055,0.2043,2.4609,0.0042,4802.862,49.2329,-0.0438,0.058,0.004,0.022,-0.182,0.044509321360838155,0.2403,0.04825466698447857,-0.4223,0.06867192528505006
10922821,RC,1.2034,0.0469,11.1535,0.1974,2.4264,0.0037,4628.359,41.9349,0.1598,0.058,0.0379,0.022,0.042,0.029672880907225436,0.2882,0.03361561070828844,-0.2462,0.0468951517757052
10922840,RGB,1.2022,0.0465,7.4727,0.1298,2.7728,0.0038,4511.4243,39.8133,0.3464,0.058,0.024,0.022,0.0932,0.03360907939491861,0.2363,0.03686873432521958,-0.1431,0.052184739473973285
10931578,RGB,1.2017,0.0457,4.3758,0.0749,3.2375,0.0037,4718.633,42.0274,0.3769,0.058,0.0191,0.022,-0.0241,0.03451743289207857,0.307,0.03849529613368515,-0.3311,0.05408020072859137
10931902,RC,1.2525,0.0488,11.346,0.201,2.4289,0.0037,4575.2515,42.0251,0.263,0.058,0.0166,0.022,0.0168,0.03693970888450514,0.2282,0.040664045211639244,-0.21139999999999998,0.05746497782150596
10932336,RGB,1.3029,0.0503,9.214,0.1598,2.6258,0.004,4629.7803,46.13,0.0931,0.058,0.0373,0.022,0.0042,0.04935387334569128,0.3136,0.052592165140386754,-0.3094,0.07544990810100771
10932891,RC,1.1121,0.043,10.5469,0.1859,2.4407,0.0042,4935.763,54.7937,-0.382,0.058,0.0904,0.022,0.0222,0.09053256521694292,0.1652,0.08864761856137356,-0.14300000000000002,0.13256139060587968
10933112,RC,0.979,0.0403,10.3433,0.192,2.4022,0.0043,4776.156,50.1614,-0.1602,0.058,0.0748,0.022,0.0344,0.04117869187125162,0.1113,0.04500154336754743,-0.0769,0.06380695653705969
