KIC,Mass,S_Mass,Radius,S_Radius,Logg_Seis,S_Logg_Seis,Teff,S_Teff,[Fe/H],S_[Fe/H],[Alp/Fe],S_[Alp/Fe],[C/Fe],S_[C/Fe],[N/Fe],S_[N/Fe],[C/N],S_[C/N]
2696732,1.2376,0.0475,6.7713,0.1171,2.871,0.0039,4825.7744,46.1991,-0.1499,0.058,0.0575,0.022,-0.0892,0.03996755387503834,0.1835,0.04391716882857038,-0.2727,0.062113772981664685
2696739,1.2057,0.0461,4.5486,0.0785,3.2053,0.004,4987.4287,49.5368,-0.3325,0.058,0.0827,0.022,-0.0351,0.05147336483906454,0.193,0.0550320078530851,-0.2281,0.0788277543836964
2708001,1.3717,0.0551,20.797,0.3781,1.924,0.0038,4266.9326,39.6024,0.0348,0.058,0.0355,0.022,-0.0014,0.029672880907225436,0.2009,0.03226014253456713,-0.2023,0.045850357342892584
2708270,1.1546,0.0446,16.919,0.2925,2.0324,0.0037,4164.734,35.8201,0.2867,0.058,0.0353,0.022,0.0748,0.022406052929945738,0.2415,0.02466952076172781,-0.1667,0.034859221336661944
2710002,1.1787,0.0475,27.6777,0.4991,1.6005,0.0044,3897.2393,45.2089,0.3462,0.058,0.019,0.022,0.0655,0.038756415878825064,0.2365,0.039579670672662194,-0.17099999999999999,0.05795473246037692
2710472,1.5025,0.0578,10.6067,0.1837,2.5652,0.0041,4707.8853,49.4073,-0.127,0.058,0.0263,0.022,-0.1221,0.04693159735326472,0.3166,0.050423416062432655,-0.4387,0.07206036671149646
2712761,1.133,0.0437,8.1415,0.1412,2.6726,0.0046,4630.744,58.2267,-0.1422,0.058,0.055,0.022,0.001,0.06903486578415714,0.0766,0.0699421577640195,-0.0756,0.10281532618039597
2713305,1.2772,0.0494,8.8765,0.1542,2.6496,0.0042,4529.4087,49.4224,0.2649,0.058,0.0232,0.022,0.0666,0.03966476937598502,0.3005,0.04283279428959334,-0.2339,0.06106790812803734
2715523,0.9571,0.0401,8.0656,0.1509,2.6075,0.0041,4583.0854,41.7295,0.245,0.058,0.031,0.022,0.0681,0.02725060491479887,0.3021,0.030904674360845825,-0.23399999999999999,0.04309276270713675
2716732,1.6324,0.0651,34.8563,0.6246,1.54,0.0038,4204.158,37.738,-0.1816,0.058,0.055,0.022,-0.0626,0.0305812344043854,0.2331,0.03307342343879992,-0.2957,0.047120788294006934
2719795,1.2325,0.0475,8.8819,0.154,2.6336,0.0038,4641.307,42.3714,0.0035,0.058,0.0372,0.022,-0.0088,0.031792372400598685,0.2523,0.03578435978624253,-0.2611,0.05006454884710911
2720096,1.6078,0.0616,7.021,0.1213,2.9532,0.0045,4893.155,58.5176,0.0174,0.058,0.0085,0.022,-0.0669,0.0611624688087708,0.2834,0.06424919143439001,-0.3503,0.09280126572982468
2720777,1.6023,0.0614,6.4014,0.1106,3.032,0.0046,4898.5513,60.2905,-0.0019,0.058,0.0158,0.022,-0.1283,0.06600702079362393,0.2554,0.06858668959029819,-0.38370000000000004,0.09958591916907943
2831788,1.2756,0.0492,8.9924,0.156,2.6377,0.0038,4619.5605,42.024,0.0645,0.058,0.017,0.022,-0.0143,0.03027844990533208,0.2498,0.0338867043430327,-0.2641,0.047530645442699304
2832426,1.4827,0.057,10.3221,0.1787,2.5832,0.0039,4751.057,44.5295,-0.1167,0.058,0.0494,0.022,-0.0031,0.03724249338355846,0.2207,0.041206232481127765,-0.2238,0.05809666104945965
2833089,1.1526,0.0484,10.5685,0.1979,2.4519,0.0044,4515.885,45.8003,0.0728,0.058,0.0285,0.022,-0.0091,0.0408759073721983,0.234,0.04391716882857038,-0.2431,0.06276225487775497
2834796,1.0567,0.0444,11.0973,0.208,2.3702,0.0041,4451.158,39.6378,0.0967,0.058,0.0251,0.022,-0.0401,0.027553389413852193,0.1617,0.030904674360845825,-0.2018,0.04330531037815979
2835067,1.2917,0.0496,7.3008,0.1262,2.8242,0.0039,4839.469,46.5283,-0.2394,0.058,0.0752,0.022,-0.0491,0.043298183364624876,0.2382,0.04717029244550152,-0.2873,0.06697816922954312
2835657,1.3665,0.0524,7.3149,0.1264,2.847,0.004,4891.855,47.604,-0.2385,0.058,0.0582,0.022,-0.0621,0.04723438185231804,0.2068,0.05096560333192119,-0.26890000000000003,0.07269052203575802
2835720,1.1592,0.0446,8.1803,0.1417,2.6784,0.0039,4724.082,44.2523,-0.0882,0.058,0.0211,0.022,-0.0887,0.03572857088829185,0.2223,0.03985076430740646,-0.311,0.055981424226136424
2837276,1.1796,0.0456,8.4996,0.1475,2.6527,0.004,4581.5674,44.5182,0.1719,0.058,0.0368,0.022,0.0432,0.032397941398705325,0.2511,0.036055453420986795,-0.20789999999999997,0.05070074949319768
2846051,1.65,0.0646,28.5107,0.5004,1.7235,0.0038,4289.2373,38.3327,-0.0774,0.058,0.0259,0.022,-0.0985,0.029067311909118793,0.2392,0.03198904889982287,-0.3377,0.0452115135595144
2847541,1.0854,0.0423,15.7082,0.2752,2.0713,0.004,4253.2275,42.2547,0.1719,0.058,0.0286,0.022,0.0304,0.032095156899652005,0.1938,0.03469998524726549,-0.1634,0.04944530638913243
2848887,1.4127,0.0545,10.4777,0.1817,2.549,0.0042,4635.7344,50.0924,0.1096,0.058,0.0059,0.022,-0.0724,0.04269261436651823,0.2969,0.04635701154126874,-0.3693,0.06592395350754092
2850480,1.1775,0.0456,8.5982,0.1494,2.6419,0.0044,4510.073,51.6568,0.2668,0.058,-0.0093,0.022,-0.0449,0.04238982986746491,0.1954,0.04554373063703595,-0.24029999999999999,0.06508678283619035
2851135,1.1977,0.0503,8.918,0.1671,2.6176,0.0045,4467.7144,47.8811,0.2953,0.058,0.0304,0.022,0.0539,0.0363341398863985,0.2366,0.039579670672662194,-0.1827,0.05620255471997455
2852181,1.0256,0.0429,7.4132,0.1385,2.7108,0.0042,4708.043,44.1443,-0.1798,0.058,0.0851,0.022,-0.0004,0.03815084688071842,0.1455,0.04174841975061629,-0.1459,0.05915804977957467
2854994,1.6454,0.0672,6.5312,0.1198,3.0261,0.0041,4924.667,46.8054,0.0588,0.058,-0.008,0.022,-0.1035,0.03603135538734518,0.2655,0.040664045211639244,-0.369,0.05682388292555018
2855687,1.4678,0.0614,9.8401,0.1839,2.6205,0.0042,4685.0728,42.9388,0.0405,0.058,0.0001,0.022,-0.0942,0.031792372400598685,0.2615,0.03578435978624253,-0.3557,0.05006454884710911
2856328,1.3269,0.0511,7.9809,0.1383,2.7585,0.0043,4674.221,52.1478,0.1256,0.058,0.028,0.022,0.0064,0.04602324385610476,0.3337,0.049610135158199876,-0.3273,0.07078956378969191
2856589,1.4472,0.0606,12.8091,0.2395,2.3822,0.0042,4635.8447,42.9365,-0.161,0.058,0.0392,0.022,-0.1476,0.03603135538734518,0.2234,0.039579670672662194,-0.371,0.05598704565289875
2970244,1.0211,0.0427,8.3278,0.1557,2.6078,0.0042,4644.7725,43.1337,-0.1024,0.058,0.0849,0.022,0.0095,0.0363341398863985,0.153,0.03985076430740646,-0.1435,0.056410312042606686
2971432,1.4459,0.0555,5.163,0.0893,3.1741,0.0039,4861.0244,45.4276,0.1389,0.058,0.0218,0.022,-0.0841,0.032397941398705325,0.3605,0.037139827959963845,-0.4446,0.05154204129744945
2972545,1.5145,0.0581,6.1724,0.1067,3.0391,0.0039,4874.686,46.456,-0.0165,0.058,-0.0012,0.022,-0.1229,0.03693970888450514,0.3042,0.04147732611587203,-0.42710000000000004,0.058092254431945836
2984295,1.1046,0.0425,18.6703,0.3217,1.9235,0.0038,4335.001,39.5253,-0.2528,0.058,0.0977,0.022,0.0259,0.03360907939491861,0.1322,0.03659764069047532,-0.1063,0.051976989472696966
2984382,1.4655,0.056,4.7876,0.0826,3.2455,0.0049,5019.0625,68.8077,-0.2674,0.058,0.0539,0.022,-0.0361,0.10143280718286247,0.0565,0.09840698941216697,-0.0926,0.14785307153301006
2984406,1.2833,0.0537,10.9066,0.2039,2.4714,0.0042,4640.362,44.1884,-0.098,0.058,0.0191,0.022,-0.0202,0.03724249338355846,0.1477,0.04093513884638351,-0.1679,0.057888205908079235
2988295,1.0655,0.0408,4.0751,0.0704,3.2471,0.0043,4888.19,55.5122,-0.1877,0.058,0.0603,0.022,-0.0457,0.06055689981066416,0.1445,0.06316481689541296,-0.19019999999999998,0.09154464171270743
2989746,1.2779,0.054,15.6034,0.2934,2.1508,0.0042,4254.309,40.7236,0.276,0.058,0.0303,0.022,0.0574,0.02815895841195883,0.228,0.030904674360845825,-0.1706,0.04373359573710204
2989840,1.4832,0.0623,12.5289,0.2348,2.4129,0.0041,4474.5293,39.5429,0.1954,0.058,0.0336,0.022,0.015,0.02573668241953227,0.3347,0.029278112552380258,-0.3197,0.04076897064526887
2990932,1.5088,0.058,5.3458,0.0925,3.1624,0.0045,4779.997,57.2494,0.2583,0.058,-0.0015,0.022,-0.0522,0.05117058034001121,0.4202,0.0550320078530851,-0.47240000000000004,0.07861033128765318
2995197,1.1658,0.0454,20.1039,0.3521,1.8813,0.0037,4269.962,37.7795,0.0164,0.058,0.07,0.022,0.0274,0.02725060491479887,0.2096,0.03009139345661304,-0.1822,0.042463953775223724
2995753,1.146,0.0441,9.0884,0.1574,2.5819,0.0044,4714.07,55.4762,-0.2886,0.058,0.1097,0.022,0.0306,0.06630980529267726,0.1478,0.06750231505132114,-0.11719999999999998,0.0989958328931562
2998532,1.1922,0.0458,6.2093,0.1075,2.93,0.0041,4754.918,48.2965,0.0096,0.058,0.0235,0.022,-0.0153,0.04178426086935827,0.2158,0.04581482427178021,-0.2311,0.06486145812410653
3096473,1.1147,0.043,10.1362,0.1758,2.4739,0.0038,4606.2964,42.2314,-0.1053,0.058,0.0638,0.022,-0.0076,0.033911863893971925,0.1728,0.037682015229452366,-0.1804,0.05302499481626621
3096721,1.283,0.0538,14.4009,0.2696,2.224,0.0046,4537.1304,51.889,-0.2061,0.058,0.051,0.022,0.0028,0.05631791682391766,0.1636,0.058285131470016245,-0.1608,0.0847922746411407
3097623,1.1219,0.0449,29.1544,0.5235,1.5322,0.0037,4094.731,36.1151,-0.0289,0.058,0.0499,0.022,0.0309,0.02664503591669223,0.1943,0.029007018917635994,-0.1634,0.041201375936018206
3100193,1.2521,0.0481,12.088,0.2083,2.3697,0.0037,4335.7505,37.2372,0.3903,0.058,0.0309,0.022,0.081,0.021800483931839094,0.2932,0.024398427126983546,-0.2122,0.03422206471874349
3100505,1.0663,0.0412,10.3517,0.1797,2.4358,0.0038,4569.791,41.4821,-0.0228,0.058,0.0625,0.022,-0.0209,0.03148958790154536,0.0772,0.03497107888200975,-0.0981,0.049222564710987765
3102386,1.3383,0.0518,15.3736,0.267,2.1843,0.0038,4541.728,41.6248,-0.141,0.058,0.0381,0.022,-0.0404,0.033911863893971925,0.178,0.0374109215947081,-0.21839999999999998,0.0528162285653846
3103685,1.2242,0.0477,15.8893,0.277,2.115,0.0037,4315.3936,37.7996,0.1779,0.058,0.0376,0.022,-0.011,0.024828328922372307,0.1473,0.027651550743914687,-0.1583,0.03887042091904287
3109520,1.1953,0.0462,8.4179,0.1462,2.6669,0.0038,4544.723,40.3608,0.2107,0.058,0.0197,0.022,0.0489,0.026342251417638907,0.2016,0.029820299821868776,-0.1527,0.04161422490905992
3110626,1.083,0.0417,8.987,0.1558,2.567,0.0041,4669.291,47.9369,-0.1801,0.058,0.0831,0.022,-0.0068,0.04572045935705144,0.1051,0.049067947888711355,-0.1119,0.07015947471905877
3110733,1.6167,0.0623,9.8992,0.1716,2.6572,0.004,4641.0205,46.8213,0.2294,0.058,-0.0144,0.022,-0.0347,0.03451743289207857,0.4118,0.03849529613368515,-0.4465,0.05408020072859137
3111815,1.3324,0.0514,7.6433,0.1325,2.7979,0.0038,4666.1606,42.5462,0.1576,0.058,0.009,0.022,-0.0181,0.028764527410065473,0.3428,0.032802329804055654,-0.3609,0.04562736817628078
3111831,1.2175,0.047,5.8354,0.1012,2.9931,0.0043,4630.4414,52.0538,0.3047,0.058,0.0305,0.022,0.0826,0.04208704536841159,0.2948,0.04554373063703595,-0.2122,0.06486989073757775
3113433,1.2162,0.047,8.8789,0.1541,2.6281,0.0038,4576.0723,40.9534,0.1575,0.058,0.0314,0.022,0.0646,0.027553389413852193,0.2862,0.03144686163033435,-0.22160000000000002,0.04372621365476689
3113648,1.1477,0.0443,6.7396,0.1169,2.8423,0.0038,4616.888,41.3669,0.1992,0.058,0.0235,0.022,0.0108,0.02725060491479887,0.2126,0.031175767995590086,-0.2018,0.04330373087012109
3113915,1.4718,0.0568,14.3624,0.2491,2.2877,0.0042,4629.118,50.2403,-0.2029,0.058,0.0502,0.022,-0.0485,0.052078933837171174,0.2037,0.054760914218340846,-0.2522,0.07905941899757758
3114408,1.4576,0.0563,12.8758,0.2235,2.3809,0.0038,4562.2095,41.1358,0.0337,0.058,0.0131,0.022,-0.049,0.02997566540627876,0.2512,0.03361561070828844,-0.30019999999999997,0.04710776029195714
3115946,1.4866,0.0572,7.3418,0.1271,2.8804,0.0038,4742.832,43.7953,0.1202,0.058,0.0044,0.022,-0.0794,0.030884018903438722,0.3584,0.03524217251675401,-0.43779999999999997,0.04900716007484308
3119555,1.3181,0.0508,7.3044,0.1265,2.8326,0.0038,4697.4204,43.013,0.1192,0.058,0.0123,0.022,-0.0378,0.03027844990533208,0.3192,0.03415779797777697,-0.357,0.04774056178584922
3119825,1.5423,0.0613,23.5639,0.4215,1.8643,0.0038,4303.2017,38.7603,-0.1309,0.058,0.0312,0.022,-0.0135,0.0305812344043854,0.2146,0.03334451707354418,-0.22810000000000002,0.04732802814236429
3120486,1.6845,0.0646,6.4349,0.1112,3.0492,0.0039,4854.3125,45.0675,0.1764,0.058,-0.0132,0.022,-0.062,0.03148958790154536,0.3804,0.036055453420986795,-0.4424,0.0500633484312163
3123653,1.0941,0.0419,6.1278,0.1058,2.9042,0.0042,4946.7944,53.5898,-0.4406,0.058,0.131,0.022,0.0721,0.06782372778794385,0.1109,0.0691288768597867,-0.0388,0.1013196789988548
3123889,1.112,0.0466,11.3591,0.2125,2.3719,0.0043,4594.5913,44.3157,-0.1889,0.058,0.0728,0.022,0.0022,0.039361984876931704,0.1538,0.04283279428959334,-0.15159999999999998,0.06085152664332199
3130295,1.4453,0.0601,5.324,0.0992,3.1473,0.0043,4987.268,48.6032,-0.1107,0.058,0.0451,0.022,-0.0572,0.042995398865571556,0.1471,0.04744138608024579,-0.2043,0.06697087875684857
3130335,1.119,0.0428,4.5982,0.0794,3.1635,0.004,4947.9023,48.4551,-0.2629,0.058,0.0953,0.022,-0.0312,0.04723438185231804,0.1494,0.05123669696666545,-0.1806,0.07289746475682118
3218312,1.1922,0.0459,7.1963,0.1246,2.8019,0.0041,4719.81,49.1133,-0.0267,0.058,0.0504,0.022,-0.0288,0.04360096786367819,0.2584,0.04717029244550152,-0.2872,0.06719440683377302
3218930,1.145,0.0442,8.9794,0.1558,2.5921,0.0038,4600.6704,41.554,0.0739,0.058,0.0529,0.022,-0.0081,0.029672880907225436,0.2016,0.03334451707354418,-0.2097,0.04668491506591969
3219744,1.191,0.0458,9.2608,0.1603,2.5823,0.0039,4779.4478,46.007,-0.3976,0.058,0.1191,0.022,0.0082,0.04723438185231804,0.1808,0.050423416062432655,-0.17259999999999998,0.07227790946134154
3221086,1.1703,0.045,6.8957,0.1194,2.8309,0.0039,4741.186,45.3565,-0.085,0.058,0.0526,0.022,0.0144,0.03754527788261178,0.2037,0.04174841975061629,-0.1893,0.058728645201642206
3221239,1.2571,0.0484,5.8598,0.1015,3.0034,0.0038,4741.9585,43.1792,0.1878,0.058,0.0268,0.022,-0.0142,0.029370096408172116,0.2984,0.03361561070828844,-0.3126,0.0466835388259512
3222740,1.462,0.0561,8.1161,0.1404,2.7861,0.0042,4819.4844,51.4382,-0.1087,0.058,0.0584,0.022,-0.1022,0.050262226842851254,0.2401,0.053676539679363804,-0.3423,0.0769269467792514
3230719,1.6011,0.0618,9.9444,0.1725,2.6491,0.0043,4625.847,51.2431,0.1415,0.058,0.0257,0.022,-0.0039,0.043903752362731516,0.3396,0.04744138608024579,-0.3435,0.06761793140304928
3233508,1.1647,0.0489,13.2649,0.2486,2.2544,0.0042,4473.5703,41.8101,0.0163,0.058,0.0194,0.022,-0.0154,0.031792372400598685,0.184,0.03524217251675401,-0.1994,0.04964563435505858
3234666,1.4442,0.0558,9.8923,0.1716,2.6088,0.0038,4600.8706,41.4178,0.1363,0.058,0.0044,0.022,-0.0099,0.028461742911012156,0.361,0.03226014253456713,-0.3709,0.04499395591954648
3236379,1.3804,0.0531,8.8743,0.1537,2.6835,0.0039,4714.463,43.6246,-0.0226,0.058,0.0284,0.022,-0.0609,0.033911863893971925,0.2164,0.03795310886419663,-0.2773,0.053234322895823215
3237572,1.3844,0.0536,12.0238,0.2088,2.4188,0.0038,4531.261,40.4722,0.1216,0.058,0.0099,0.022,0.0164,0.027856173912905513,0.2626,0.03144686163033435,-0.2462,0.043938136939822806
3238303,1.0769,0.0413,5.3377,0.0923,3.0173,0.0041,4862.2817,50.7501,-0.2585,0.058,0.0867,0.022,0.0433,0.05268450283527781,0.0712,0.05611638239206215,-0.0279,0.08052268860678215
3238956,1.1753,0.0455,9.1101,0.1583,2.5909,0.0043,4511.604,50.0439,0.193,0.058,0.0404,0.022,0.0299,0.04208704536841159,0.1867,0.04527263700229169,-0.1568,0.06466316523237034
3239707,1.5966,0.0669,11.229,0.2101,2.5419,0.0041,4603.0894,41.7082,0.12,0.058,0.0058,0.022,-0.0228,0.028764527410065473,0.3586,0.032531236169311396,-0.38139999999999996,0.045416630086913025
3240111,1.1646,0.0488,11.2006,0.2095,2.4049,0.0042,4620.336,42.8025,-0.1827,0.058,0.0753,0.022,-0.0732,0.0363341398863985,0.2179,0.03985076430740646,-0.2911,0.056410312042606686
3240119,1.3774,0.053,7.1732,0.1242,2.8674,0.0046,4724.944,58.095,0.1495,0.058,0.0113,0.022,-0.0472,0.05662070132297099,0.3573,0.05964059964373755,-0.4045,0.08603269625430159
3240670,1.5664,0.0599,5.7277,0.0989,3.1187,0.0039,4959.4277,47.5818,-0.0316,0.058,0.0154,0.022,-0.0848,0.03966476937598502,0.3056,0.04418826246331464,-0.39039999999999997,0.06210807428517305
3241947,1.4614,0.0564,9.2046,0.1596,2.6766,0.0039,4631.5835,43.7812,0.2201,0.058,-0.0145,0.022,-0.0957,0.029672880907225436,0.3959,0.03361561070828844,-0.4916,0.0468951517757052
3242233,1.2084,0.0466,13.6411,0.2366,2.2456,0.0041,4609.3687,48.617,0.1513,0.058,-0.0006,0.022,-0.3542,0.03815084688071842,0.5651,0.04174841975061629,-0.9193,0.05915804977957467
3242324,1.5782,0.0657,6.6659,0.1243,2.9902,0.0046,4856.04,53.6402,0.0233,0.058,0.0432,0.022,-0.1041,0.049656657844744614,0.3154,0.05340544604461954,-0.4195,0.07628580356872365
3247016,1.6773,0.0703,13.5229,0.253,2.3996,0.0041,4582.7466,41.7124,-0.0056,0.058,-0.0029,0.022,-0.1274,0.031186803402492042,0.248,0.03497107888200975,-0.3754,0.049008985349036985
3247334,1.0887,0.0419,6.804,0.1179,2.8112,0.0045,4701.284,56.1137,-0.0935,0.058,0.0509,0.022,-0.0504,0.05995133081255752,0.1764,0.062080442356435915,-0.2268,0.09028898882908243
3248697,1.1332,0.0474,9.1997,0.172,2.5664,0.0047,4646.8755,54.3227,-0.2268,0.058,0.092,0.022,-0.0144,0.062070822305930765,0.1605,0.06370700416490148,-0.1749,0.09305542043928895
3248982,1.3078,0.0506,8.9302,0.1551,2.6546,0.0044,4532.7026,51.6344,0.2332,0.058,0.0158,0.022,0.0504,0.043903752362731516,0.2918,0.046899198810757256,-0.2414,0.06720514848126864
3324004,1.1566,0.0482,4.9529,0.0923,3.1133,0.0048,4886.879,58.3897,-0.1406,0.058,0.0701,0.022,-0.0016,0.06630980529267726,0.1557,0.06858668959029819,-0.1573,0.09980654656453332
3325179,1.1728,0.0452,8.3671,0.1451,2.6639,0.0038,4639.585,42.4358,0.043,0.058,0.0242,0.022,-0.0338,0.030884018903438722,0.2826,0.03497107888200975,-0.3164,0.04879634996659689
3326233,1.1385,0.0441,7.8197,0.1359,2.7097,0.0041,4503.0674,46.3708,0.2904,0.058,0.0293,0.022,0.0757,0.03451743289207857,0.2121,0.03795310886419663,-0.13640000000000002,0.0536626400803176
3326392,1.1352,0.0436,5.5937,0.0968,2.9995,0.0039,4754.913,44.2316,0.0012,0.058,0.0428,0.022,-0.0386,0.033911863893971925,0.1917,0.03822420249894089,-0.2303,0.053444206202413316
3337740,1.4262,0.0546,6.1208,0.1057,3.0204,0.004,4948.211,48.2331,-0.1743,0.058,0.0363,0.022,-0.1011,0.043903752362731516,0.2257,0.04825466698447857,-0.3268,0.06824050132338293
3339443,1.3595,0.0568,11.1026,0.2075,2.4811,0.0042,4696.0186,43.8556,-0.1834,0.058,0.0414,0.022,-0.0685,0.037848062381665104,0.2261,0.04174841975061629,-0.2946,0.05894296083518911
3339894,1.7494,0.0673,13.8862,0.2404,2.3946,0.0039,4744.284,45.1412,-0.3197,0.058,0.0677,0.022,0.0551,0.043298183364624876,0.1065,0.046899198810757256,-0.051399999999999994,0.06677090207358642
3343186,1.0734,0.0416,12.725,0.2212,2.255,0.0041,4481.6157,46.596,0.2579,0.058,0.0098,0.022,0.0626,0.03542578638923853,0.2333,0.038766389768429416,-0.17070000000000002,0.05493247479531933
3343630,1.2344,0.0476,6.9725,0.1209,2.8445,0.0039,4626.492,43.0347,0.1627,0.058,0.0016,0.022,0.0054,0.02997566540627876,0.2611,0.0338867043430327,-0.2557,0.04731783547581279
3343931,1.5518,0.0596,8.2003,0.1419,2.803,0.0039,4781.905,44.6487,0.0208,0.058,-0.0026,0.022,-0.0666,0.033911863893971925,0.3033,0.03822420249894089,-0.3699,0.053444206202413316
3344409,1.2799,0.0537,11.149,0.2087,2.4509,0.0041,4553.223,41.1772,0.0238,0.058,0.0161,0.022,-0.025,0.02997566540627876,0.244,0.03361561070828844,-0.269,0.04710776029195714
3346914,1.2544,0.0524,6.5678,0.1227,2.9034,0.0043,4737.139,46.867,0.117,0.058,0.0052,0.022,-0.0171,0.03603135538734518,0.1943,0.04012185794215072,-0.2114,0.05640441036659284
3347054,1.2399,0.0478,14.5688,0.2526,2.1982,0.0039,4636.6333,43.8685,-0.4095,0.058,0.0765,0.022,-0.0155,0.04360096786367819,0.2142,0.046628105176013,-0.22970000000000002,0.06678143950963542
3347110,1.4176,0.0594,11.926,0.2232,2.4365,0.0041,4562.4116,41.2811,0.0323,0.058,0.0194,0.022,-0.021,0.02997566540627876,0.2583,0.03361561070828844,-0.2793,0.04710776029195714
3347135,1.1476,0.0477,4.7343,0.0882,3.1491,0.0046,4984.3027,55.1898,-0.3374,0.058,0.1032,0.022,-0.0055,0.06570423629457062,0.104,0.0677734086860654,-0.1095,0.09875495448793223
3347286,1.3666,0.0573,10.9258,0.2045,2.4976,0.0041,4559.6484,40.9095,0.1384,0.058,0.0152,0.022,-0.0415,0.027856173912905513,0.3216,0.03144686163033435,-0.3631,0.043938136939822806
3347431,1.1203,0.0467,7.4145,0.1383,2.749,0.0043,4837.3545,46.6479,-0.3609,0.058,0.0927,0.022,0.0433,0.04753716635137136,0.1368,0.05096560333192119,-0.0935,0.07290765492925076
3348070,1.3256,0.0509,6.758,0.1169,2.9026,0.004,4840.6045,48.9281,-0.1634,0.058,0.0588,0.022,-0.0559,0.0466288128542114,0.1949,0.050423416062432655,-0.25079999999999997,0.0718434413290075
3356643,1.2561,0.0484,8.4444,0.1464,2.6857,0.0045,4655.1445,56.3593,0.0049,0.058,0.0347,0.022,-0.0042,0.05843740831729092,0.2612,0.0607249741827146,-0.26539999999999997,0.08816831884622034
3424072,1.5042,0.0575,5.319,0.0918,3.1654,0.0039,4989.0566,48.3176,-0.0993,0.058,0.029,0.022,-0.0797,0.04269261436651823,0.179,0.04717029244550152,-0.2587,0.06654771905374329
3424105,1.3643,0.0527,9.5776,0.1662,2.6122,0.0039,4591.3804,44.4281,0.1651,0.058,0.0161,0.022,-0.0077,0.033003510396811965,0.3226,0.03659764069047532,-0.3303,0.05154684301742787
3425217,1.1755,0.0455,7.5241,0.1307,2.7571,0.0039,4511.115,43.4502,0.3535,0.058,0.0271,0.022,0.0979,0.029067311909118793,0.2696,0.032531236169311396,-0.17170000000000002,0.04562941962499133
3426673,1.3279,0.0511,5.0598,0.0876,3.1547,0.0039,4760.0635,44.9408,0.2725,0.058,0.0004,0.022,-0.0116,0.029672880907225436,0.3733,0.03415779797777697,-0.3849,0.04731748240690541
3426898,1.0992,0.0422,7.6216,0.1319,2.7168,0.0041,4801.7817,49.9189,-0.3582,0.058,0.0941,0.022,0.0171,0.054803994328651066,0.1272,0.05747185056578347,-0.1101,0.08307970055257556
3428530,1.1166,0.0429,4.4361,0.0768,3.1937,0.0038,4754.259,43.76,0.2165,0.058,0.025,0.022,-0.0843,0.029672880907225436,0.1692,0.0338867043430327,-0.2535,0.04710601032711553
3430379,1.2661,0.0532,12.4282,0.2328,2.3498,0.0041,4498.5596,40.0976,0.1272,0.058,0.0098,0.022,0.0136,0.02725060491479887,0.2515,0.030904674360845825,-0.2379,0.04309276270713675
3432659,1.2985,0.0544,11.6231,0.2175,2.4204,0.0045,4584.0034,49.2946,-0.0507,0.058,0.0049,0.022,-0.028,0.045114890358944795,0.2519,0.04825466698447857,-0.27990000000000004,0.0691059624885386
