KIC,Mass,S_Mass,Radius,S_Radius,Logg_Seis,S_Logg_Seis,Teff,S_Teff,[Fe/H],S_[Fe/H],[Alp/Fe],S_[Alp/Fe],[C/Fe],S_[C/Fe],[N/Fe],S_[N/Fe],[C/N],S_[C/N]
11043952,1.1462,0.0478,8.9395,0.1668,2.5964,0.0045,4801.27,52.1845,-0.3607,0.058,0.0797,0.022,0.0378,0.08023789224913001,0.1201,0.07970152861481292,-0.0823,0.11832179113014483
11045572,1.4947,0.0576,8.9753,0.1556,2.7083,0.0038,4671.069,42.5962,0.1149,0.058,-0.0091,0.022,-0.0761,0.02997566540627876,0.4046,0.0338867043430327,-0.4807,0.04731783547581279
11068380,1.1175,0.043,6.941,0.1202,2.8052,0.0045,4710.478,57.0757,-0.0905,0.058,0.0905,0.022,-0.0241,0.0626763913040374,0.041,0.06479137870387854,-0.0651,0.09430984475415814
11073297,1.0973,0.0461,8.2651,0.1548,2.6456,0.0041,4521.7744,39.9797,0.2585,0.058,0.0401,0.022,0.0374,0.025131113421425627,0.2567,0.028735925282891733,-0.2193,0.039923924982630685
11073377,1.2225,0.0476,13.6785,0.2385,2.2488,0.0037,4301.005,37.4121,0.2428,0.058,0.0458,0.022,0.0577,0.02361719092615902,0.2514,0.026567176204937638,-0.1937,0.03717880621218046
11075808,1.352,0.0523,10.9843,0.1908,2.4882,0.0039,4512.4,41.8084,0.29,0.058,-0.0054,0.022,-0.0543,0.03148958790154536,0.2099,0.03469998524726549,-0.2642,0.049013863759826914
11076453,1.5357,0.0642,10.1153,0.189,2.6161,0.0045,4692.552,51.1104,-0.0124,0.058,0.0799,0.022,-0.0003,0.05904297731539755,0.266,0.061538255086947394,-0.26630000000000004,0.0892203291806438
11080639,1.2915,0.0499,8.8907,0.1543,2.653,0.0038,4578.5024,40.9159,0.1878,0.058,0.0337,0.022,0.0391,0.02694782041574555,0.2281,0.03063358072610156,-0.189,0.04267014699908113
11084022,1.3444,0.0518,10.1848,0.1766,2.5521,0.0038,4656.817,42.8452,-0.0448,0.058,0.0155,0.022,-0.1027,0.033306294895865285,0.3063,0.037139827959963845,-0.40900000000000003,0.05217897740012402
11085766,1.3084,0.0503,7.2605,0.1257,2.8346,0.0039,4736.3247,44.131,0.0137,0.058,0.0203,0.022,-0.0641,0.033306294895865285,0.204,0.0374109215947081,-0.2681,0.05238858390298175
11086673,1.7289,0.0664,6.9937,0.121,2.9882,0.0038,4788.7515,43.7606,0.2505,0.058,0.0173,0.022,0.0342,0.028764527410065473,0.3437,0.03307342343879992,-0.3095,0.04583874069445915
11087371,1.3088,0.0497,5.5793,0.0955,3.0635,0.0038,4723.628,42.7305,0.2727,0.058,-0.0073,0.022,-0.0302,0.02725060491479887,0.3836,0.03144686163033435,-0.4138,0.043515365106221476
11091445,1.1626,0.0445,4.4784,0.0773,3.203,0.0044,4963.155,57.1342,-0.2871,0.058,0.0833,0.022,0.0657,0.0741822022680636,0.1328,0.07509293682416046,-0.0671,0.11043363477182637
11091456,1.4736,0.0619,15.0002,0.2811,2.2496,0.0041,4483.874,40.4763,-0.0322,0.058,0.0258,0.022,-0.0115,0.0305812344043854,0.2816,0.0338867043430327,-0.2931,0.04774442705896502
11097749,1.3454,0.056,7.6767,0.1432,2.7983,0.0046,4860.2393,53.9858,-0.124,0.058,0.0372,0.022,-0.0017,0.0714571417765837,0.124,0.07292418774620638,-0.1257,0.10681611471215464
11097752,1.2414,0.0509,5.4782,0.1007,3.0564,0.004,4704.035,42.6091,0.2267,0.058,0.0008,0.022,0.006,0.0363341398863985,0.3099,0.04039295157689498,-0.3039,0.05682742780279692
11097853,1.2452,0.0481,9.7309,0.1689,2.5585,0.0042,4580.801,48.3838,0.1608,0.058,0.0177,0.022,-0.0034,0.0408759073721983,0.2884,0.04418826246331464,-0.2918,0.06296889235257297
11098753,1.2834,0.0493,10.225,0.1769,2.5282,0.0045,4816.938,57.3154,-0.3581,0.058,0.0943,0.022,0.0619,0.07509055576522355,0.1347,0.07536403045890473,-0.07279999999999999,0.11130462740875233
11099144,1.3681,0.0528,9.584,0.1662,2.6128,0.0038,4640.419,42.4374,0.1074,0.058,0.0083,0.022,-0.0248,0.03027844990533208,0.312,0.03415779797777697,-0.3368,0.04774056178584922
11099193,1.1528,0.0445,8.5791,0.1488,2.6347,0.0042,4627.0005,49.4803,0.0302,0.058,0.0611,0.022,0.0138,0.044812105859891475,0.22,0.04825466698447857,-0.2062,0.0688886203117651
11100441,1.2762,0.0536,9.7911,0.1834,2.5639,0.0043,4515.7305,44.9099,0.2176,0.058,0.032,0.022,0.0589,0.033306294895865285,0.2482,0.03686873432521958,-0.1893,0.051969939630551285
11121968,0.9799,0.0377,8.3655,0.1449,2.5859,0.0045,4709.881,55.6739,-0.2969,0.058,0.0568,0.022,0.0074,0.06752094328889054,0.0493,0.06858668959029819,-0.04189999999999999,0.10069332682828305
11122147,1.3351,0.0554,5.1173,0.0953,3.1472,0.0049,5037.3564,62.8886,-0.242,0.058,0.0636,0.022,-0.0705,0.08235738374250325,0.1767,0.08241246496225553,-0.24719999999999998,0.12189473824302086
11122261,1.1131,0.0454,4.2438,0.0778,3.2308,0.0045,5021.388,56.2621,-0.2863,0.058,0.0886,0.022,0.0948,0.06661258979173057,-0.0045,0.06858668959029819,0.0993,0.10002760386229405
11124920,1.1367,0.0438,9.5345,0.1653,2.5364,0.0044,4662.7983,53.2171,-0.2458,0.058,0.0562,0.022,0.0044,0.072668279772797,0.1729,0.07292418774620638,-0.1685,0.1077076765864913
11126517,1.1459,0.0444,8.4003,0.146,2.6504,0.004,4469.161,44.3239,0.3237,0.058,0.043,0.022,0.0741,0.032397941398705325,0.2245,0.035513266151498274,-0.1504,0.05028359463393177
11126673,1.2093,0.0466,8.6414,0.1498,2.6491,0.0038,4672.1777,43.113,-0.0994,0.058,0.0338,0.022,0.1014,0.03512300189018521,0.2664,0.038766389768429416,-0.16500000000000004,0.054717415493631856
11127586,1.2351,0.0514,7.2411,0.135,2.8119,0.0043,4881.5884,48.5289,-0.4365,0.058,0.0983,0.022,-0.0903,0.05964854631350419,0.2133,0.06180934872169165,-0.3036,0.08986483689258448
11127981,1.1433,0.0441,7.7384,0.1342,2.7207,0.0042,4635.396,49.2864,0.0479,0.058,0.0541,0.022,0.0431,0.05359285633243778,0.2422,0.05638747602680642,-0.1991,0.08138383891141349
11129191,1.1829,0.0494,7.0345,0.1313,2.8183,0.0044,4782.805,50.2047,-0.2028,0.058,0.061,0.022,-0.0874,0.056015132324864346,0.2204,0.05882731873950477,-0.3078,0.08498011807453135
11129934,1.2036,0.0504,6.3372,0.1186,2.9165,0.0046,4603.972,52.3432,0.2815,0.058,0.0425,0.022,0.0663,0.04360096786367819,0.2679,0.046899198810757256,-0.20160000000000003,0.06698769285922637
11134608,1.2935,0.0507,23.3665,0.4103,1.7928,0.0038,4259.4976,38.2774,-0.1212,0.058,0.0589,0.022,0.0217,0.029672880907225436,0.2018,0.032531236169311396,-0.1801,0.04605802101431243
11134982,1.5667,0.0654,7.1874,0.1342,2.9216,0.0042,4782.979,44.2502,0.0674,0.058,0.015,0.022,-0.1412,0.032700725897758645,0.2578,0.037139827959963845,-0.39899999999999997,0.05175345287682559
11135683,1.7559,0.0732,13.3874,0.2499,2.4287,0.0043,4796.432,48.4475,-0.2672,0.058,0.0744,0.022,-0.0935,0.04844551984853133,0.2835,0.05177888423615397,-0.377,0.07417871074832913
11136139,1.0595,0.0409,9.948,0.1725,2.468,0.0039,4631.842,43.2147,-0.2515,0.058,0.0778,0.022,0.0002,0.03845363137977174,0.1442,0.04201951338536055,-0.144,0.05958138238412733
11136578,1.2264,0.0472,6.8142,0.1181,2.8616,0.0038,4698.325,43.0381,0.0886,0.058,0.0336,0.022,0.0227,0.030884018903438722,0.2415,0.03497107888200975,-0.2188,0.04879634996659689
11137409,1.0589,0.0433,5.3294,0.0978,3.0113,0.0049,4874.379,62.7049,-0.3029,0.058,0.0737,0.022,-0.0064,0.08508244423398315,0.1572,0.0840390267707211,-0.1636,0.1251159796300967
11137502,1.4957,0.0622,5.2332,0.0975,3.1771,0.0044,4929.4053,50.3837,0.0692,0.058,0.0022,0.022,-0.1031,0.04148147637030495,0.2554,0.04608591790652448,-0.35850000000000004,0.06485533181666021
11138542,1.6805,0.0647,19.547,0.3399,2.0705,0.0037,4705.7383,42.1012,-0.4169,0.058,0.0904,0.022,-0.0654,0.04572045935705144,0.2706,0.04879685425396709,-0.336,0.0699533917294407
11139003,1.3914,0.0587,13.8,0.2592,2.2987,0.0043,4327.4717,42.9823,0.2281,0.058,0.0157,0.022,0.0535,0.031792372400598685,0.1846,0.03469998524726549,-0.1311,0.04922912658008631
11139884,1.1991,0.0464,8.3481,0.1451,2.6755,0.0037,4489.831,39.3863,0.3712,0.058,-0.0337,0.022,-0.0164,0.02301162192805238,0.2318,0.026296082570193377,-0.2482,0.036544121737355044
11140834,1.3265,0.0511,9.0059,0.1561,2.6534,0.004,4672.6377,45.6604,0.0221,0.058,0.0104,0.022,-0.069,0.033306294895865285,0.2536,0.037139827959963845,-0.3226,0.05217897740012402
11145974,1.4554,0.0608,11.8594,0.2214,2.4529,0.0043,4756.3057,47.8447,-0.3112,0.058,0.0616,0.022,-0.0345,0.05298728733433114,0.2182,0.055845288757317896,-0.25270000000000004,0.08053597879682081
11146260,1.4177,0.0546,10.4868,0.1817,2.5497,0.0041,4674.227,47.5479,0.0157,0.058,0.02,0.022,-0.1112,0.04027033837409166,0.2906,0.04391716882857038,-0.40180000000000005,0.06232921239851779
11147333,1.204,0.0464,8.9251,0.1547,2.6192,0.0041,4661.3286,48.1194,-0.1205,0.058,0.0733,0.022,0.0795,0.04723438185231804,0.1751,0.050423416062432655,-0.0956,0.07227790946134154
11147596,1.4541,0.0558,15.1748,0.2613,2.2335,0.0037,4365.229,38.3062,0.2411,0.058,-0.0019,0.022,0.0103,0.024222759924265664,0.3304,0.027109363474426162,-0.32010000000000005,0.038024516354159446
11147717,1.0155,0.0424,12.8828,0.2405,2.2187,0.0043,4788.3076,46.8075,-0.402,0.058,0.0911,0.022,-0.0263,0.04935387334569128,0.2084,0.0523210715056425,-0.2347,0.07524437960461652
11177727,1.0769,0.0416,10.888,0.189,2.3954,0.0038,4580.215,42.1933,-0.1726,0.058,0.087,0.022,-0.02,0.03512300189018521,0.1346,0.038766389768429416,-0.1546,0.054717415493631856
11180468,1.4973,0.0577,10.052,0.1743,2.6106,0.0038,4648.8984,42.0645,0.1469,0.058,0.0059,0.022,-0.0923,0.028764527410065473,0.2955,0.032802329804055654,-0.3878,0.04562736817628078
11180779,1.2152,0.0467,7.1515,0.1238,2.8156,0.0039,4753.5513,44.1805,0.0044,0.058,0.039,0.022,-0.0174,0.0363341398863985,0.2309,0.04039295157689498,-0.2483,0.05682742780279692
11180994,1.3473,0.0519,8.181,0.1417,2.7436,0.0039,4690.9224,44.818,0.0464,0.058,0.0253,0.022,-0.0982,0.0466288128542114,0.2945,0.0501523224276884,-0.3927,0.07163674817749462
11182706,1.062,0.0409,9.7058,0.1681,2.4908,0.0042,4717.006,51.2337,-0.3727,0.058,0.1344,0.022,0.0203,0.06388752930025068,0.1146,0.06506247233862279,-0.0943,0.0953989204588081
11183305,1.0482,0.0407,14.5607,0.2535,2.1236,0.004,4396.1284,43.4209,-0.1368,0.058,0.0856,0.022,0.0153,0.05147336483906454,0.1532,0.053676539679363804,-0.1379,0.07780274540809222
11189432,1.1727,0.0453,8.7941,0.1525,2.6206,0.0038,4614.972,42.2578,-0.0433,0.058,0.0439,0.022,0.0223,0.032700725897758645,0.2267,0.03632654705573106,-0.20440000000000003,0.051123779363289434
11190322,1.2814,0.0495,9.0059,0.1563,2.6384,0.0038,4576.1777,41.0064,0.1712,0.058,0.0137,0.022,0.007,0.02725060491479887,0.3009,0.031175767995590086,-0.2939,0.04330373087012109
11190388,1.2162,0.0505,4.4831,0.0835,3.2217,0.0043,5005.1616,49.5115,-0.2619,0.058,0.0833,0.022,-0.0074,0.04905108884663797,0.0963,0.053134352409875275,-0.1037,0.07564545607432974
11190431,1.0207,0.0392,16.9088,0.2913,1.9772,0.0038,4340.7603,39.2213,-0.1747,0.058,0.1001,0.022,0.0349,0.031792372400598685,0.1501,0.03469998524726549,-0.11520000000000001,0.04922912658008631
11190725,1.3312,0.0555,6.4111,0.1196,2.9502,0.0043,4843.2124,47.5881,-0.0451,0.058,0.0202,0.022,-0.0265,0.04057312287314499,0.2287,0.04473044973280317,-0.2552,0.06316851014255172
11196191,1.2127,0.0476,22.6103,0.3973,1.7935,0.0038,4229.037,37.6159,-0.0608,0.058,0.0422,0.022,0.0261,0.028461742911012156,0.1695,0.030904674360845825,-0.1434,0.04394930233836061
11197853,1.1831,0.0485,9.5251,0.1751,2.5548,0.0041,4711.6807,44.2341,-0.2278,0.058,0.0297,0.022,-0.0283,0.03966476937598502,0.0978,0.043374981559081864,-0.1261,0.061482500338656376
11198005,1.2073,0.0465,8.5761,0.1486,2.655,0.0042,4671.7285,51.1842,-0.0498,0.058,0.0493,0.022,0.0002,0.05086779584095789,0.2908,0.05394763331410807,-0.2906,0.07756886597500968
11199046,1.1788,0.0456,8.3918,0.1457,2.6635,0.004,4549.8345,45.0507,0.194,0.058,0.0375,0.022,0.0847,0.03482021739113189,0.2573,0.03822420249894089,-0.17259999999999998,0.05408589000694356
11204531,1.7653,0.0679,12.0025,0.2077,2.5274,0.0039,4770.7144,45.4961,-0.2381,0.058,0.0217,0.022,-0.1485,0.04117869187125162,0.256,0.04500154336754743,-0.40449999999999997,0.06380695653705969
11231255,1.4756,0.0566,5.3604,0.0927,3.1504,0.0042,4822.784,52.8929,0.1014,0.058,0.0279,0.022,-0.1011,0.05904297731539755,0.2294,0.062080442356435915,-0.3305,0.08962893827225384
11231549,1.326,0.0512,12.3413,0.2142,2.3765,0.0038,4584.171,41.7799,-0.0557,0.058,0.0309,0.022,-0.0543,0.032397941398705325,0.2493,0.036055453420986795,-0.3036,0.05070074949319768
11232325,1.3025,0.0503,8.6285,0.1497,2.6827,0.0038,4616.3877,41.6802,0.1494,0.058,0.0181,0.022,-0.0003,0.02815895841195883,0.2989,0.03226014253456713,-0.2992,0.04478241464860078
11233567,1.321,0.0556,16.1171,0.3024,2.1363,0.0041,4399.479,39.6786,-0.06,0.058,0.0203,0.022,-0.0445,0.02997566540627876,0.1268,0.03334451707354418,-0.1713,0.04689831115136768
11236536,1.3479,0.0564,10.3143,0.1928,2.5421,0.0041,4647.8203,42.5158,-0.0035,0.058,0.0146,0.022,-0.0765,0.03451743289207857,0.2719,0.03822420249894089,-0.3484,0.05387114286757264
11241473,1.111,0.0427,7.4044,0.1282,2.7465,0.0039,4741.403,44.6546,-0.1761,0.058,0.0791,0.022,0.0371,0.038756415878825064,0.1619,0.04256170065484907,-0.1248,0.06021261477774763
11241927,1.7146,0.0664,15.0314,0.2613,2.3154,0.0038,4481.5938,40.249,0.0672,0.058,0.0254,0.022,0.0343,0.028461742911012156,0.2057,0.03171795526507861,-0.1714,0.04457408620973305
11242689,1.1308,0.0437,9.0884,0.1578,2.5761,0.0038,4542.134,40.5095,0.1483,0.058,0.0253,0.022,0.0363,0.027553389413852193,0.2453,0.030904674360845825,-0.209,0.04330531037815979
11243349,1.4574,0.0562,10.369,0.1798,2.5718,0.0038,4635.4077,42.0808,0.0827,0.058,0.0016,0.022,-0.0765,0.02997566540627876,0.2993,0.0338867043430327,-0.3758,0.04731783547581279
11244839,1.2494,0.0493,23.8929,0.4212,1.7576,0.0037,4058.5488,34.8123,0.2547,0.058,0.0445,0.022,0.0548,0.025131113421425627,0.1729,0.026838269839681902,-0.1181,0.0384634733896257
11245307,1.4868,0.0574,12.3118,0.2136,2.4294,0.0038,4587.295,41.7198,0.0311,0.058,0.0009,0.022,-0.1283,0.03027844990533208,0.2427,0.03415779797777697,-0.371,0.04774056178584922
11247648,1.2351,0.0476,12.1538,0.2107,2.3584,0.0041,4665.2637,48.9845,-0.3644,0.058,0.1102,0.022,0.0302,0.049656657844744614,0.1688,0.052592165140386754,-0.1386,0.07566821946735995
11249981,1.5023,0.0572,8.7175,0.1495,2.7358,0.0037,4616.144,41.2911,0.2409,0.058,0.0033,0.022,-0.0152,0.02664503591669223,0.3955,0.0303624870913573,-0.4107,0.0422475808014557
11250152,1.249,0.0481,11.8388,0.2052,2.3868,0.0039,4661.119,43.4982,-0.2202,0.058,0.0583,0.022,-0.0223,0.03815084688071842,0.1668,0.04174841975061629,-0.1891,0.05915804977957467
11250341,1.1197,0.0432,9.0326,0.1566,2.5771,0.0045,4651.3887,55.2247,-0.1844,0.058,0.07,0.022,0.0176,0.062070822305930765,0.1425,0.06397809779964574,-0.12489999999999998,0.09325828983563006
11250488,1.5758,0.0608,14.8247,0.2571,2.2899,0.0039,4635.4,44.5232,-0.1596,0.058,0.0609,0.022,-0.1038,0.039361984876931704,0.3321,0.04283279428959334,-0.4359,0.06085152664332199
11251077,1.4241,0.0547,8.2863,0.1433,2.7566,0.0042,4833.52,52.8997,-0.1389,0.058,0.0612,0.022,-0.0262,0.057529054820130945,0.2026,0.060453880547970344,-0.2288,0.08730452503540032
11251136,1.7397,0.0672,14.2369,0.247,2.3701,0.0041,4604.5796,46.7603,0.0138,0.058,0.0019,0.022,-0.1233,0.03966476937598502,0.2632,0.0431038879243376,-0.3865,0.06127495519178163
11252757,1.3429,0.056,10.6971,0.1997,2.5084,0.0046,4790.7573,53.9732,-0.0499,0.058,0.023,0.022,-0.0491,0.06419031379930401,0.3505,0.0664179405123441,-0.39959999999999996,0.09663402455124653
11284496,1.2411,0.0519,6.3942,0.1195,2.922,0.0044,4694.2495,49.2536,0.1463,0.058,0.0419,0.022,0.0038,0.03996755387503834,0.2766,0.04364607519382612,-0.2728,0.061905844532845554
11284798,1.4128,0.0554,22.4507,0.3944,1.8685,0.0038,4234.281,37.4996,-0.0074,0.058,0.0554,0.022,0.0204,0.02725060491479887,0.1533,0.03009139345661304,-0.1329,0.042463953775223724
11285433,1.1735,0.049,11.016,0.2056,2.4229,0.0043,4785.0874,46.8342,-0.4214,0.058,0.0974,0.022,0.0138,0.050262226842851254,0.1826,0.053134352409875275,-0.1688,0.07651594057647472
11285650,1.211,0.0467,6.657,0.1155,2.8764,0.0038,4620.2324,41.0167,0.2735,0.058,0.0392,0.022,0.074,0.026039466918585587,0.2447,0.029820299821868776,-0.17070000000000002,0.0414026030011208
11287012,1.3253,0.0508,6.9027,0.1193,2.8841,0.0041,4904.1084,49.7994,-0.2368,0.058,0.0675,0.022,-0.0368,0.06721815878983722,0.2417,0.06885778322504245,-0.27849999999999997,0.10067337377291886
11287936,1.2301,0.0474,9.0502,0.1569,2.6164,0.0038,4659.6807,42.7429,-0.0121,0.058,0.0157,0.022,-0.0664,0.032700725897758645,0.2153,0.03659764069047532,-0.2817,0.051333097078115245
11287949,1.3562,0.0521,7.0924,0.1227,2.8705,0.0043,4783.673,53.5718,0.0301,0.058,0.0325,0.022,-0.009,0.061768037806877445,0.2579,0.06424919143439001,-0.2669,0.09324096160553647
11288888,1.7028,0.0658,19.3755,0.3365,2.0846,0.0038,4541.476,41.8069,-0.1943,0.058,0.0213,0.022,-0.1257,0.03512300189018521,0.2366,0.03849529613368515,-0.3623,0.05450916846512544
11289635,1.2463,0.0521,10.2838,0.1921,2.5103,0.0046,4729.2812,52.2148,-0.2628,0.058,0.0498,0.022,-0.0683,0.05843740831729092,0.2197,0.0607249741827146,-0.28800000000000003,0.08816831884622034
11289822,1.2595,0.0481,7.8084,0.1341,2.7549,0.0037,4549.6206,39.9811,0.3437,0.058,0.0245,0.022,0.0546,0.023919975425212344,0.2987,0.027380457109170423,-0.2441,0.03802279286910261
11293804,1.1816,0.0457,10.9249,0.1897,2.4335,0.0038,4533.195,41.128,-0.0132,0.058,0.0338,0.022,-0.0039,0.0305812344043854,0.19,0.03415779797777697,-0.1939,0.04795356946190168
11294218,1.3804,0.0536,15.9323,0.2773,2.1664,0.0038,4409.8047,39.7908,-0.0451,0.058,0.0361,0.022,0.0092,0.02997566540627876,0.2233,0.03307342343879992,-0.2141,0.04668949647933784
11295008,1.2587,0.0481,18.0269,0.3097,2.0136,0.0038,4505.599,41.7327,-0.3386,0.058,0.097,0.022,0.0111,0.03845363137977174,0.185,0.04174841975061629,-0.1739,0.05937390363057129
11295720,1.3305,0.0512,9.223,0.1598,2.6341,0.0039,4700.963,43.5196,-0.048,0.058,0.0404,0.022,-0.0843,0.034214648393025245,0.2436,0.03822420249894089,-0.3279,0.053657244867579446
11295820,1.4797,0.0617,7.9879,0.149,2.8051,0.0045,4853.6655,51.781,-0.1525,0.058,0.0511,0.022,-0.0306,0.052078933837171174,0.1951,0.055303101487829374,-0.22569999999999998,0.07946954019721844
11298425,1.1975,0.0498,4.3345,0.0808,3.2442,0.0044,4925.3857,50.1513,-0.0525,0.058,0.0415,0.022,-0.0028,0.045114890358944795,0.2387,0.04933904152345562,-0.2415,0.06993364993964733
11298714,1.4363,0.0548,8.924,0.1532,2.6959,0.0037,4553.897,40.0913,0.3205,0.058,0.0308,0.022,0.0699,0.024525544423318984,0.3966,0.027922644378658948,-0.3267,0.03886779913046576
11298776,1.0761,0.0415,9.6055,0.1666,2.5058,0.0039,4611.721,42.7119,-0.1901,0.058,0.0731,0.022,-0.0414,0.0363341398863985,0.1064,0.03985076430740646,-0.1478,0.056410312042606686
11299484,1.2169,0.0469,9.3424,0.162,2.584,0.0038,4643.959,42.396,0.0054,0.058,0.0383,0.022,-0.0029,0.031792372400598685,0.2488,0.03578435978624253,-0.2517,0.05006454884710911
11303425,1.0727,0.0414,8.6813,0.1505,2.593,0.0043,4648.3613,51.4165,-0.1581,0.058,0.0495,0.022,-0.0209,0.054803994328651066,0.0393,0.0572007569310392,-0.060200000000000004,0.08287544576572314
11304158,1.2244,0.0514,12.5432,0.2349,2.3266,0.0044,4520.3257,46.9242,-0.0136,0.058,0.0434,0.022,-0.0075,0.04057312287314499,0.2094,0.04364607519382612,-0.2169,0.06233863763024263
11304421,1.3782,0.0533,15.5065,0.2692,2.1897,0.0041,4566.324,47.8805,-0.2143,0.058,0.0672,0.022,-0.0355,0.050262226842851254,0.254,0.05286325877513102,-0.2895,0.07631105194099623
11305776,1.6418,0.0634,18.505,0.3211,2.1095,0.0039,4583.759,43.9401,-0.2286,0.058,0.043,0.022,-0.0723,0.044206536861784836,0.2339,0.04717029244550152,-0.3062,0.06762887470054767
11305937,1.2829,0.0503,23.0721,0.4054,1.8006,0.0038,4229.5176,39.045,0.1139,0.058,0.0209,0.022,0.0407,0.029067311909118793,0.1797,0.03171795526507861,-0.139,0.0450035548055135
11307108,1.4633,0.061,8.2413,0.1537,2.7731,0.0044,4852.839,50.3534,-0.1253,0.058,0.0397,0.022,0.0133,0.049959442343797934,0.1926,0.05340544604461954,-0.1793,0.0765032323794281
11308295,1.4781,0.0558,4.7811,0.0816,3.2505,0.0039,5003.8203,49.0258,-0.142,0.058,0.0589,0.022,-0.1083,0.044509321360838155,0.2545,0.04879685425396709,-0.3628,0.06908703152146865
11308784,1.2661,0.0487,8.3145,0.1439,2.7026,0.0039,4780.1436,45.4079,-0.2359,0.058,0.0782,0.022,-0.0263,0.04148147637030495,0.205,0.04527263700229169,-0.23129999999999998,0.06423031144487144
11309182,1.124,0.0431,4.8543,0.0839,3.1183,0.0041,4890.4023,51.061,-0.2051,0.058,0.0582,0.022,-0.0238,0.05450120982959774,0.2147,0.057742944200527724,-0.2385,0.08306550369003753
11309403,1.0991,0.0423,9.2391,0.1599,2.5492,0.0042,4754.961,50.6493,-0.4217,0.058,0.107,0.022,-0.0174,0.07811840075575677,0.186,0.07753277953685883,-0.2034,0.11514952664797976
11336656,1.1888,0.0459,11.3629,0.197,2.4013,0.0043,4631.986,51.859,-0.1654,0.058,0.0822,0.022,0.0124,0.06873208128510383,0.2135,0.06967106412927523,-0.2011,0.10239091497144158
11337843,1.4841,0.0572,14.041,0.2433,2.3116,0.0039,4687.22,44.1346,-0.257,0.058,0.0612,0.022,-0.0737,0.05268450283527781,0.256,0.055303101487829374,-0.3297,0.07990734459722973
11337883,1.5431,0.0591,5.8806,0.1016,3.0893,0.0039,4897.794,46.5971,-0.0119,0.058,0.0079,0.022,-0.0846,0.03754527788261178,0.2749,0.04201951338536055,-0.3595,0.05893800034894713
11339247,1.3842,0.0539,21.8896,0.3831,1.8819,0.0037,4301.7026,38.3424,-0.023,0.058,0.0197,0.022,-0.038,0.02815895841195883,0.1969,0.031175767995590086,-0.2349,0.04394201727496888
11340747,1.1232,0.0471,5.9974,0.1123,2.9343,0.0042,4559.9487,43.6976,0.3931,0.058,0.0378,0.022,0.0972,0.03754527788261178,0.27,0.04093513884638351,-0.1728,0.0581036428684949
11342308,1.1565,0.0445,7.7166,0.1336,2.7281,0.0041,4729.2095,48.8253,-0.041,0.058,0.0572,0.022,0.0216,0.04723438185231804,0.1404,0.05096560333192119,-0.11879999999999999,0.07269052203575802
11342694,1.1928,0.046,7.3993,0.1283,2.778,0.0038,4617.9355,41.192,0.2305,0.058,0.0201,0.022,-0.0404,0.02664503591669223,0.2095,0.03063358072610156,-0.24989999999999998,0.0424589210300875
11342804,1.1021,0.0425,7.8674,0.1364,2.6903,0.0044,4653.1562,53.0749,-0.0906,0.058,0.0393,0.022,-0.0145,0.06600702079362393,0.0893,0.06750231505132114,-0.1038,0.09877370901156131
11348417,1.1526,0.0445,7.3469,0.1275,2.7693,0.004,4600.595,45.7287,0.1727,0.058,0.0164,0.022,0.0234,0.028461742911012156,0.1895,0.03226014253456713,-0.1661,0.04499395591954648
11349490,1.2257,0.047,5.5957,0.0968,3.0325,0.0039,4830.0674,45.8565,-0.0562,0.058,0.047,0.022,-0.0213,0.03724249338355846,0.1795,0.04147732611587203,-0.20079999999999998,0.05830563137856431
11350341,1.4429,0.0599,5.471,0.1019,3.1229,0.0043,5027.245,49.9417,-0.2589,0.058,0.0497,0.022,-0.0121,0.05843740831729092,0.1298,0.061538255086947394,-0.1419,0.08878105695322701
11351480,1.1559,0.0445,10.4634,0.1813,2.4619,0.0039,4681.4653,44.2426,-0.2944,0.058,0.0837,0.022,-0.0036,0.0408759073721983,0.1876,0.044459356098058914,-0.19119999999999998,0.06317601724069953
11353223,1.3197,0.051,9.3876,0.1629,2.6152,0.0038,4596.0776,41.2506,0.1471,0.058,0.0255,0.022,0.0348,0.02815895841195883,0.3093,0.03171795526507861,-0.2745,0.04436089274283424
11353313,1.296,0.0489,5.842,0.0997,3.0193,0.004,5002.1313,50.0834,-0.413,0.058,0.0804,0.022,-0.0038,0.055712347825811026,0.1876,0.058556225104760516,-0.1914,0.08455615562389436
11356839,1.3013,0.0499,20.0243,0.3447,1.9341,0.0038,4395.4644,40.6369,-0.2149,0.058,0.048,0.022,-0.028,0.04814273534947801,0.2094,0.050423416062432655,-0.2374,0.07293418659350295
11357004,1.3104,0.0506,13.1622,0.2283,2.3138,0.0039,4625.144,43.1396,-0.2601,0.058,0.0784,0.022,-0.0515,0.03845363137977174,0.1387,0.04201951338536055,-0.19019999999999998,0.05958138238412733
11358669,1.4187,0.0546,7.0428,0.1219,2.8962,0.0038,4739.7305,43.5825,0.1282,0.058,0.0056,0.022,-0.0788,0.0305812344043854,0.3557,0.03497107888200975,-0.4345,0.04858467095791441
11358755,1.4072,0.0543,11.4864,0.1992,2.4664,0.0038,4629.9937,42.3448,-0.0486,0.058,0.0386,0.022,-0.1369,0.033003510396811965,0.2325,0.03686873432521958,-0.3694,0.05175601968221241
11361765,1.268,0.0486,6.3981,0.1106,2.9308,0.0039,4896.097,47.3764,-0.2936,0.058,0.0784,0.022,0.0232,0.04693159735326472,0.232,0.050694509697176926,-0.2088,0.07226697262360872
